customer_id,recency_days,frequency,monetary,cluster
13253,157,4,2951.11,2
13254,377,1,51.410000000000004,0
13255,10,3,678.76,2
13257,437,1,149.75,0
13258,12,5,1009.4300000000001,2
13259,62,9,1402.5399999999993,1
13260,62,1,557.6200000000001,2
13261,269,2,944.1,2
13262,264,3,573.45,2
13263,2,39,8676.200000000012,1
13264,443,1,722.56,0
13265,54,5,2092.66,2
13266,12,19,6135.04,1
13267,3,36,9429.810000000001,1
13268,18,11,3174.750000000001,1
13269,2,28,8537.320000000002,1
13270,367,1,590.0,0
13271,38,1,211.48999999999992,2
13272,32,2,276.56,2
13273,114,1,138.97999999999996,2
13274,410,1,360.85,0
13275,384,2,238.85999999999996,0
13276,64,5,1891.9099999999999,2
13277,16,7,523.3,2
13278,41,4,1435.8500000000001,2
13279,79,1,137.75,2
13280,123,7,2293.33,1
13281,440,1,350.84999999999997,0
13282,19,4,1313.1899999999998,2
13283,60,4,373.36,2
13284,331,1,201.19,0
13285,24,6,3364.5899999999997,1
13286,601,1,734.9100000000001,0
13287,604,3,781.5899999999999,0
13288,444,5,927.61,0
13289,724,1,307.95,0
13290,439,1,208.63,0
13291,156,11,3270.790000000001,1
13292,39,5,994.5099999999999,2
13293,393,6,1192.94,0
13294,190,3,1689.5299999999997,2
13295,360,4,1101.97,0
13296,138,6,792.5099999999999,2
13297,8,7,4368.62,1
13298,2,1,360.0,2
13299,269,3,1218.6999999999998,2
13300,170,3,1285.5099999999998,2
13301,104,4,618.0899999999999,2
13302,156,2,159.2,2
13303,401,1,61.72,0
13304,352,4,1217.9899999999998,0
13305,5,16,3616.41,1
13306,431,1,53.65,0
13307,121,3,273.34,2
13308,23,4,1670.3700000000001,2
13309,8,6,1706.37,1
13310,29,5,1541.1999999999998,2
13311,5,2,598.57,2
13312,452,1,124.75,0
13313,23,12,3445.3199999999997,1
13314,2,3,775.9400000000003,2
13315,690,1,310.26,0
13316,38,10,12940.82,1
13317,67,19,6486.091,1
13318,2,3,640.76,2
13319,6,58,21323.219999999994,1
13320,79,6,2211.6,1
13321,73,2,567.36,2
13322,18,1,199.48,2
13323,4,5,787.85,2
13324,37,18,10513.470000000001,1
13325,82,1,675.3,2
13326,433,1,281.76,0
13327,39,20,9134.48,1
13328,317,1,1308.48,0
13329,32,8,4808.770000000001,1
13330,93,6,2796.1,1
13331,402,1,262.40000000000003,0
13332,15,1,350.9,2
13333,412,3,1015.7400000000001,0
13334,83,5,6201.800000000002,1
13336,78,1,795.12,2
13337,547,1,1575.26,0
13338,158,4,2445.62,2
13339,201,1,860.1200000000002,2
13340,46,12,22100.56,1
13341,261,1,775.8499999999999,2
13343,178,1,353.43,2
13344,68,3,2511.69,2
13345,288,1,389.50000000000006,0
13346,463,6,299.4,0
13347,71,1,341.36,2
13348,65,1,233.76,2
13349,11,1,247.31999999999996,2
13350,17,2,979.1199999999999,2
13351,67,1,373.94,2
13352,61,1,397.9800000000001,2
13354,72,1,743.5300000000003,2
13355,123,1,674.7,2
13356,81,1,768.2400000000001,2
13357,258,5,3805.5100000000007,1
13358,269,1,439.03000000000003,0
13359,64,2,1043.31,2
13360,432,4,1553.6500000000003,0
13361,473,2,1450.5,0
13362,10,7,5394.070000000001,1
13363,18,3,1723.8600000000004,2
13364,72,1,134.96,2
13365,34,2,2225.37,2
13366,51,1,56.160000000000004,2
13367,432,1,510.2,0
13368,257,4,1121.5,2
13369,366,1,308.28000000000003,0
13370,372,1,754.8700000000003,0
13371,506,2,2297.66,0
13372,90,1,378.64,2
13373,61,6,7587.19,1
13374,415,2,422.80000000000007,0
13375,89,2,1792.2299999999996,2
13376,100,3,1019.7600000000001,2
13377,397,2,1552.8800000000003,0
13379,27,3,572.5599999999998,2
13380,433,1,62.4,0
13381,32,12,8224.369999999999,1
13382,281,5,1387.5800000000002,2
13383,544,1,305.28000000000003,0
13384,31,11,6680.830000000001,1
13385,330,1,534.5700000000002,0
13386,415,2,835.46,0
13387,418,1,186.93999999999994,0
13388,132,3,1185.65,2
13389,12,3,797.96,2
13390,75,1,544.0799999999999,2
13391,204,1,59.8,0
13392,678,1,91.14,0
13393,584,4,1131.4500000000003,0
13394,2,19,6621.700000000001,1
13395,186,3,1180.23,2
13396,30,2,1360.9899999999998,2
13397,73,10,3191.87,1
13398,193,2,670.3400000000001,2
13399,465,3,275.4,0
13400,583,1,310.83000000000004,0
13402,128,4,1226.85,2
13403,18,3,229.5,2
13404,2,2,252.48999999999998,2
13405,75,6,1213.8110000000001,2
13406,428,2,568.92,0
13407,579,3,2244.7,0
13408,2,106,50174.78199999999,1
13410,25,9,2201.96,1
13411,108,1,213.55000000000004,2
13412,621,1,487.34999999999997,0
13413,640,6,429.44000000000005,0
13414,134,6,2494.1400000000003,1
13415,473,4,784.1699999999998,0
13416,44,3,940.8,2
13417,5,6,1669.4899999999998,1
13418,12,31,11559.66,1
13419,64,1,221.05999999999995,2
13420,150,2,159.85,2
13421,41,8,4058.75,1
13422,65,1,2626.3000000000006,2
13423,429,1,217.02999999999997,0
13424,450,1,572.7699999999999,0
13425,109,5,3390.43,1
13426,1,22,8167.379999999999,1
13427,20,6,1006.5300000000001,2
13428,11,3,478.5400000000001,2
13429,11,4,1006.8,2
13430,19,2,679.45,2
13431,68,8,3316.24,1
13432,572,2,439.1000000000001,0
13433,502,4,658.3199999999999,0
13434,75,5,1666.8600000000001,2
13435,6,9,4447.33,1
13436,2,1,196.88999999999996,2
13437,15,7,3408.060000000001,1
13438,548,1,46.5,0
13439,256,3,986.6100000000001,2
13440,424,7,1295.2500000000005,0
13441,92,2,720.8999999999999,2
13442,668,3,419.87,0
13443,449,6,1273.1599999999999,0
13444,375,2,619.08,0
13445,627,1,241.89999999999998,0
13446,431,11,3881.8899999999994,1
13447,24,3,1129.14,2
13448,17,13,8745.93,1
13449,24,1,291.88,2
13450,27,13,4120.04,1
13451,27,11,7090.0599999999995,1
13452,260,3,729.8,2
13453,166,3,781.69,2
13454,642,1,219.86999999999998,0
13455,25,6,2212.9900000000002,1
13456,18,6,1766.7200000000003,1
13457,689,2,148.22,0
13458,8,16,11959.27,1
13459,625,2,1160.4099999999999,0
13460,30,2,183.44,2
13461,39,6,4160.0,1
13462,253,5,1153.8500000000001,2
13464,59,6,3097.640000000001,1
13465,447,2,931.1199999999999,0
13466,185,5,1013.3499999999999,2
13467,11,2,1071.91,2
13468,2,72,12793.280000000002,1
13469,654,1,82.4,0
13470,100,2,165.0,2
13471,2,4,2501.8400000000006,2
13472,464,2,592.24,0
13473,61,8,2657.76,1
13474,237,3,646.5899999999999,2
13475,192,4,1431.78,2
13476,179,5,2061.47,2
13477,38,11,2819.17,1
13478,470,5,2215.7800000000007,0
13479,201,4,851.3699999999999,2
13480,417,2,627.8199999999999,0
13481,46,11,3830.8400000000006,1
13482,233,2,336.09,2
13483,66,1,140.34000000000003,2
13484,242,3,790.7199999999999,2
13485,234,11,3019.2200000000003,1
13486,79,3,1122.4100000000003,2
13487,58,5,846.87,2
13488,18,23,14205.960000000001,1
13489,106,4,449.52000000000004,2
13490,655,1,154.25,0
13491,52,27,4467.66,1
13492,137,3,1269.8399999999997,2
13493,276,2,618.63,2
13494,312,1,316.26,0
13495,8,10,4863.31,1
13496,11,2,653.33,2
13497,283,6,1166.8300000000002,2
13498,731,1,327.37999999999994,0
13499,18,5,1159.11,2
13500,24,4,1466.3000000000002,2
13501,289,3,2885.1099999999997,2
13502,17,5,780.5000000000001,2
13503,72,6,1859.2399999999998,1
13504,65,1,295.93,2
13505,73,4,4393.630000000001,1
13506,317,5,1338.08,2
13507,4,4,2479.16,2
13508,244,2,287.04999999999995,2
13509,9,8,1114.7199999999998,1
13510,2,11,4558.290000000001,1
13511,677,1,282.76,0
13512,261,4,713.39,2
13513,127,3,824.5899999999999,2
13514,74,4,815.9000000000001,2
13515,73,6,1265.8199999999997,2
13516,22,4,1685.26,2
13517,60,3,2128.42,2
13518,86,1,627.16,2
13519,79,2,343.21,2
13520,59,11,6605.999999999999,1
13521,2,3,1071.73,2
13522,31,1,125.80000000000001,2
13523,34,6,4534.57,1
13524,41,5,680.1800000000001,2
13525,15,2,628.78,2
13526,739,2,1182.0000000000005,0
13527,34,12,4541.29,1
13529,79,2,307.76,2
13530,635,1,402.98,0
13531,206,6,1433.0700000000002,2
13532,34,1,210.30999999999983,2
13533,183,3,269.09000000000003,2
13534,3,35,7720.899999999997,1
13535,403,1,89.5,0
13536,2,7,3444.3899999999994,1
13537,426,2,717.85,0
13538,44,12,3103.1300000000006,1
13539,86,7,1569.3600000000004,1
13540,468,3,632.3900000000001,0
13541,428,2,785.25,0
13542,377,17,3959.4900000000025,1
13543,635,2,1439.6099999999997,0
13544,40,6,790.2000000000002,2
13545,391,2,364.92999999999995,0
13546,13,5,1086.2399999999998,2
13547,409,1,167.07999999999996,0
13548,97,3,901.4399999999998,2
13549,26,8,1005.8000000000001,1
13550,384,1,342.54999999999995,0
13551,320,2,244.2,0
13552,67,22,6948.92,1
13553,675,1,499.59999999999974,0
13554,381,7,1629.3500000000006,2
13555,74,13,8891.84,1
13556,430,2,200.82000000000002,0
13557,29,13,3032.2599999999998,1
13558,6,4,594.52,2
13559,513,2,990.0,0
13560,8,1,171.42000000000004,2
13561,216,11,1803.3999999999999,1
13562,82,8,4838.18,1
13563,85,2,777.5300000000001,2
13564,145,37,16498.969999999998,1
13565,20,3,414.8,2
13566,41,5,1688.6,2
13567,429,4,1079.2899999999997,0
13568,174,1,187.05000000000004,2
13569,18,4,726.54,2
13570,244,1,239.49000000000004,0
13571,13,26,4537.26,1
13572,206,1,1384.25,2
13573,51,6,904.5200000000001,2
13574,412,1,404.45000000000005,0
13575,24,5,732.0699999999998,2
13576,11,28,11202.59,1
13577,26,11,3489.2799999999997,1
13578,410,1,147.66,0
13579,15,5,1374.34,2
13580,407,1,107.75,0
13581,310,2,280.53,0
13582,390,2,241.68,0
13583,156,2,1445.0310000000002,2
13584,307,3,385.7000000000001,0
13585,531,3,684.54,0
13586,542,1,127.28000000000002,0
13587,64,4,1673.5,2
13588,16,9,2478.9499999999985,1
13589,15,6,1120.74,2
13590,12,18,6336.039999999999,1
13591,65,7,2093.9399999999996,1
13592,36,4,247.96000000000004,2
13593,109,14,5493.290000000001,1
13594,53,2,533.3199999999999,2
13595,517,3,784.48,0
13596,6,2,664.1099999999999,2
13597,401,2,396.71,0
13598,48,5,761.96,2
13599,2,33,9811.039999999999,1
13600,313,2,518.4200000000001,0
13601,46,4,1159.99,2
13602,65,4,1025.17,2
13603,27,1,164.34,2
13604,659,1,717.6199999999999,0
13605,388,2,522.67,0
13606,30,3,276.75,2
13607,41,2,1075.8099999999997,2
13608,541,1,232.05000000000007,0
13609,594,1,167.35000000000002,0
13610,13,14,2103.71,1
13611,90,10,3297.9300000000003,1
13612,633,1,818.29,0
13613,453,5,1039.85,0
13614,25,6,2332.74,1
13615,319,8,6272.5300000000025,1
13616,569,2,283.85,0
13617,41,8,1278.75,1
13618,174,1,177.34000000000003,2
13619,545,2,224.94,0
13620,529,1,112.34000000000002,0
13621,117,1,213.85,2
13622,697,1,658.95,0
13623,31,10,2533.06,1
13624,389,1,462.0800000000001,0
13625,597,1,301.26,0
13626,253,2,707.04,2
13627,60,7,2245.9,1
13628,677,1,310.14000000000004,0
13629,24,19,13370.86,1
13630,6,7,2031.7800000000002,1
13631,100,11,3070.42,1
13632,25,8,3645.810000000001,1
13634,34,16,5033.7699999999995,1
13635,68,4,2999.16,2
13636,37,5,949.1200000000001,2
13637,53,3,804.3,2
13638,16,1,122.64000000000001,2
13639,75,2,1346.2700000000002,2
13640,612,1,405.0,0
13641,641,5,1016.4700000000003,0
13642,216,4,472.2,2
13643,32,10,2156.77,1
13644,17,4,2624.260000000001,2
13645,121,1,252.1,2
13646,400,2,326.24999999999983,0
13647,10,8,3041.6799999999994,1
13648,401,8,1764.0200000000004,1
13649,257,6,1453.6800000000003,2
13650,17,10,3287.9999999999995,1
13651,36,3,226.85000000000002,2
13652,46,5,2262.0499999999997,1
13653,488,1,152.2,0
13654,44,11,6308.000000000001,1
13655,115,6,2280.51,1
13656,165,4,1078.8500000000001,2
13657,11,2,382.14,2
13658,10,9,6025.5,1
13659,206,12,4884.68,1
13660,401,1,306.6399999999999,0
13661,604,1,325.24000000000007,0
13662,86,11,2233.61,1
13663,180,5,2047.51,2
13665,387,3,1711.6599999999999,0
13666,61,5,127.9,2
13667,150,1,299.04999999999984,2
13668,3,35,12948.480000000003,1
13669,51,3,413.54999999999995,2
13670,76,1,349.70000000000016,2
13671,395,1,172.60000000000002,0
13672,302,3,419.91999999999996,0
13673,19,2,387.43999999999994,2
13674,433,1,240.67999999999998,0
13675,152,2,486.82,2
13676,540,2,243.9,0
13677,405,2,551.24,0
13678,152,1,232.60000000000005,2
13679,494,3,281.26000000000005,0
13680,2,12,11419.669999999995,1
13681,18,4,827.83,2
13682,188,1,59.5,0
13683,458,1,258.6,0
13684,286,4,594.88,2
13685,3,7,3119.44,1
13686,183,3,409.0400000000001,2
13687,439,1,11880.839999999998,0
13688,636,1,375.5,0
13689,64,2,1259.5,2
13690,60,1,172.25,2
13691,397,1,212.77999999999994,0
13692,25,5,3114.4000000000005,1
13693,375,9,2011.8200000000004,1
13694,4,143,195640.68999999997,1
13695,32,16,2770.7300000000005,1
13696,422,3,2020.4,0
13697,39,1,151.3,2
13698,597,2,451.73,0
13699,156,2,764.15,2
13700,27,13,2596.9700000000003,1
13701,447,1,161.00000000000003,0
13702,446,1,135.18,0
13703,319,2,425.56,0
13704,6,9,2308.0599999999995,1
13705,8,7,1717.19,1
13706,303,2,631.1699999999998,0
13707,268,5,3365.8600000000006,1
13708,272,1,285.3299999999999,0
13709,4,18,7571.35,1
13710,32,3,509.52,2
13711,219,9,1792.2600000000002,1
13712,247,2,766.4200000000001,2
13713,409,3,740.76,0
13714,466,1,161.35,0
13715,282,17,8153.040000000001,1
13716,270,1,138.28,0
13717,33,8,1763.3000000000002,1
13718,247,2,306.55,2
13719,16,11,2783.0799999999995,1
13720,117,4,799.8999999999999,2
13721,37,2,741.54,2
13722,132,10,5635.410000000001,1
13723,218,6,1194.0800000000002,2
13724,638,1,213.00999999999993,0
13725,50,8,1980.5599999999997,1
13726,39,2,1079.6599999999999,2
13727,29,8,1074.1499999999999,1
13728,37,16,2855.1699999999996,1
13729,436,3,724.73,0
13730,136,2,752.6000000000001,2
13731,220,2,610.5899999999999,2
13732,29,1,491.86,2
13733,411,2,487.03,0
13734,509,4,6695.689999999999,0
13735,25,13,9762.769999999999,1
13736,6,7,2752.4700000000003,1
13737,201,1,339.59999999999997,2
13738,397,1,434.7799999999999,0
13739,19,2,292.2,2
13740,241,5,1582.77,2
13741,72,3,668.4300000000001,2
13742,17,12,3107.87,1
13743,3,7,1341.6,1
13744,96,2,1080.52,2
13745,163,2,777.3600000000001,2
13746,414,1,176.69,0
13747,374,2,169.79999999999998,0
13748,96,9,2064.3500000000004,1
13750,54,11,3602.1800000000003,1
13751,289,1,296.24999999999994,0
13752,125,7,1579.8300000000002,1
13753,288,4,2094.5700000000006,2
13754,152,3,447.04999999999995,2
13755,4,9,2108.0600000000004,1
13756,3,23,8655.949999999999,1
13757,675,1,195.55,0
13758,12,15,8698.130000000001,1
13759,34,2,659.41,2
13760,55,5,1363.64,2
13761,51,6,1952.17,1
13762,219,5,2472.4800000000005,2
13763,64,3,5217.44,1
13764,71,6,2919.62,1
13765,654,1,352.82099999999997,0
13766,496,1,190.34999999999997,0
13767,3,73,33903.56999999999,1
13768,727,2,875.97,0
13769,3,20,5478.120000000002,1
13770,423,4,785.3699999999999,0
13771,65,9,5728.820000000001,1
13772,34,8,3100.02,1
13773,397,2,301.54,0
13774,82,1,344.99999999999994,2
13775,591,1,1049.66,0
13776,429,2,623.98,0
13777,1,61,49638.259999999995,1
13778,104,4,1124.49,2
13779,516,1,161.12999999999997,0
13780,8,3,732.0700000000002,2
13781,251,3,778.8299999999999,2
13782,13,13,1786.08,1
13783,488,4,1542.09,0
13784,10,14,2910.2299999999996,1
13785,429,4,542.49,0
13786,368,6,3127.99,1
13787,76,6,1222.5,2
13788,506,1,3.75,0
13789,389,1,239.45999999999998,0
13790,5,1,348.79999999999995,2
13791,128,2,1516.0,2
13792,67,3,383.95000000000005,2
13793,647,1,96.0,0
13794,547,1,126.03000000000002,0
13795,389,4,836.3,0
13796,500,1,289.7,0
13797,437,3,1179.4500000000003,0
13798,2,110,75428.87,1
13799,117,9,2803.5699999999997,1
13800,310,3,1679.5599999999995,2
13801,67,1,324.79999999999995,2
13802,139,19,26259.109999999997,1
13803,256,3,1338.91,2
13804,31,9,3161.1199999999994,1
13805,53,2,924.5999999999999,2
13806,64,1,256.38,2
13807,368,3,422.20000000000005,0
13808,6,5,1747.6599999999999,2
13809,306,3,679.7,2
13810,29,3,1499.01,2
13811,184,3,814.5,2
13812,43,3,539.0,2
13813,40,8,2765.47,1
13814,93,3,2257.32,2
13815,23,8,7475.740000000002,1
13816,24,2,571.6700000000001,2
13817,30,2,382.98,2
13818,430,1,61.28,0
13819,302,6,2642.3500000000004,1
13820,419,3,652.75,0
13821,145,6,1379.08,2
13822,6,2,632.0,2
13823,19,7,3403.4500000000007,1
13824,33,12,3314.76,1
13825,622,2,255.59000000000003,0
13826,177,1,189.5,2
13827,58,3,409.79999999999995,2
13828,23,1,209.49000000000004,2
13829,422,1,102.0,0
13830,582,1,156.85,0
13831,17,18,6585.540000000002,1
13832,20,2,609.8899999999999,2
13833,160,2,700.4099999999999,2
13834,577,2,324.19,0
13835,26,7,1095.2700000000002,2
13836,400,2,620.37,0
13837,212,2,266.59000000000003,2
13838,6,10,1690.0700000000004,1
13839,487,1,139.95,0
13840,417,1,651.4000000000003,0
13841,253,1,85.0,0
13842,59,18,5319.34,1
13843,382,1,319.75000000000006,0
13844,12,1,361.62,2
13845,65,1,312.98,2
13846,25,4,1307.7900000000002,2
13847,720,1,310.7199999999999,0
13848,93,8,3015.0,1
13849,52,5,3469.2999999999997,1
13850,130,1,1595.4799999999996,2
13851,96,8,4606.46,1
13852,611,1,187.35000000000002,0
13853,58,1,1090.14,2
13854,9,39,11944.56,1
13855,501,4,1310.3400000000004,0
13856,169,11,1142.03,1
13857,394,6,1001.0099999999998,0
13858,58,1,216.16999999999996,2
13859,327,2,515.86,0
13860,2,5,1245.9,2
13861,430,2,273.26,0
13862,19,9,2556.09,1
13863,248,4,1239.5500000000002,2
13864,387,1,662.4000000000001,0
13865,59,4,501.55999999999995,2
13866,75,1,145.67,2
13867,32,3,1005.0900000000001,2
13868,8,2,3192.54,2
13869,124,10,7996.87,1
13870,3,15,5712.080000000001,1
13871,23,17,7885.8499999999985,1
13872,528,3,919.5699999999999,0
13873,120,8,1038.92,2
13874,359,7,2049.15,1
13875,54,14,4814.370000000001,1
13876,64,1,122.69999999999999,2
13877,87,3,449.68000000000006,2
13878,55,4,2416.9000000000005,2
13879,646,1,395.5,0
13880,22,17,4293.860000000001,1
13881,4,43,45179.09999999999,1
13882,3,5,1191.13,2
13883,11,15,6560.02,1
13884,8,10,1825.0299999999997,1
13885,190,2,506.8000000000001,2
13886,72,1,243.56000000000003,2
13887,205,1,349.54999999999995,2
13888,120,7,2001.5900000000001,1
13889,93,6,1991.23,1
13890,2,14,2927.38,1
13891,379,3,859.2099999999999,0
13892,27,6,1267.65,2
13893,298,1,821.1,0
13894,24,3,564.62,2
13895,29,6,4008.5200000000004,1
13896,626,1,388.55,0
13897,51,3,1160.7199999999998,2
13898,326,2,686.4000000000001,0
13899,17,2,388.52000000000004,2
13900,184,6,1610.5900000000001,2
13901,73,15,5676.340000000001,1
13902,633,5,34095.26,1
13903,401,1,165.45000000000002,0
13904,38,2,332.63999999999993,2
13905,733,1,312.65000000000003,0
13906,410,1,42.0,0
13907,692,1,136.8,0
13908,80,4,2369.55,2
13909,424,2,282.85,0
13911,58,20,4234.99,1
13912,424,1,124.94999999999999,0
13913,507,1,42.22,0
13914,12,2,626.4499999999999,2
13915,395,1,70.80000000000001,0
13916,464,4,1275.81,0
13917,50,2,272.03999999999996,2
13918,50,2,1212.84,2
13919,60,4,1360.68,2
13920,432,4,1774.6800000000003,0
13921,403,4,730.6999999999999,0
13922,352,3,865.1999999999999,0
13923,54,1,351.13000000000005,2
13924,2,6,1838.8500000000001,1
13925,93,4,678.2499999999999,2
13926,24,1,223.85000000000002,2
13927,75,2,708.26,2
13928,11,4,464.57000000000005,2
13929,170,11,3494.1,1
13930,58,2,337.3399999999999,2
13931,96,11,5257.380000000002,1
13932,295,1,307.4,0
13933,110,2,608.7899999999998,2
13934,264,1,922.0999999999997,2
13935,597,3,6116.919999999998,0
13936,180,3,939.6599999999999,2
13937,170,2,880.1300000000003,2
13938,36,1,71.66,2
13939,24,7,1560.96,1
13940,18,4,839.1400000000003,2
13941,22,15,10027.18,1
13942,535,1,320.0,0
13943,578,1,246.54000000000002,0
13944,654,1,200.43000000000004,0
13945,395,2,854.15,0
13946,80,6,1876.23,1
13947,66,1,90.6,2
13948,361,4,548.76,0
13949,3,6,2427.3199999999997,1
13950,12,4,745.06,2
13951,177,3,674.45,2
13952,218,14,12823.520999999999,1
13953,8,12,6640.679999999999,1
13954,2,2,439.91999999999996,2
13955,155,3,544.0699999999999,2
13956,6,5,1019.2699999999999,2
13957,418,3,458.25000000000006,0
13958,380,8,4709.230000000001,1
13959,80,6,1064.7699999999998,2
13960,22,2,230.22,2
13961,393,1,538.4000000000001,0
13962,22,3,362.8,2
13963,309,17,2860.57,1
13964,388,2,438.90000000000003,0
13965,477,3,996.6100000000002,0
13966,436,1,384.26000000000005,0
13967,146,2,166.3,2
13968,424,1,123.66,0
13969,8,35,12973.460000000003,1
13970,387,2,846.55,0
13971,19,14,4667.57,1
13972,71,2,190.25000000000003,2
13973,288,1,264.7,0
13974,50,2,677.72,2
13975,32,12,5256.400000000001,1
13976,207,4,1192.3600000000001,2
13977,412,1,519.81,0
13978,15,2,196.79,2
13979,74,7,3379.9300000000003,1
13980,61,5,768.82,2
13981,416,1,331.13999999999993,0
13982,40,9,3954.289999999999,1
13983,30,21,6753.89,1
13984,27,12,1893.8000000000002,1
13985,5,22,10020.86,1
13986,18,1,320.46000000000004,2
13987,380,2,682.5400000000001,0
13988,20,8,4757.8,1
13989,66,5,2026.0600000000002,2
13990,214,1,311.3,2
13991,13,6,852.8800000000001,2
13992,31,3,219.5,2
13993,43,19,6775.71,1
13994,4,6,2274.140000000001,1
13995,16,14,3902.0099999999993,1
13996,387,2,895.7600000000001,0
13997,520,3,376.46,0
13998,447,3,566.7,0
13999,11,29,9502.259999999998,1
14000,212,5,2046.3400000000001,2
14001,46,9,4228.85,1
14002,135,2,529.73,2
14003,733,1,209.41,0
14004,44,11,6258.450000000001,1
14005,10,5,2874.72,1
14006,116,7,2196.67,1
14007,513,1,79.48,0
14008,433,1,509.03999999999996,0
14009,199,3,1099.91,2
14010,566,2,445.1499999999999,0
14011,481,2,457.81999999999994,0
14012,278,1,328.8,0
14013,111,5,1084.57,2
14014,78,3,1948.2099999999998,2
14015,53,1,917.34,2
14016,162,11,11403.41,1
14017,572,1,229.75000000000003,0
14018,646,1,367.15,0
14019,47,3,1421.6100000000001,2
14020,17,4,1249.01,2
14021,156,7,1716.5800000000002,1
14022,226,2,792.1500000000001,2
14023,8,2,584.07,2
14024,122,3,645.74,2
14025,465,8,4057.9000000000005,1
14026,471,2,713.1099999999999,0
14027,61,1,104.82000000000002,2
14028,551,3,10396.5,0
14029,64,2,467.65999999999997,2
14030,19,20,7521.8,1
14031,8,44,39019.509999999995,1
14032,3,16,4546.409999999998,1
14033,556,1,109.44,0
14034,23,3,648.8899999999999,2
14035,29,9,2794.7500000000005,1
14036,285,1,626.6499999999999,0
14037,177,6,836.9500000000002,2
14038,79,5,3069.88,1
14039,34,2,267.28,2
14040,41,35,12523.810000000001,1
14041,267,1,141.41,0
14042,726,1,431.9799999999999,0
14043,492,2,302.6,0
14044,27,10,3077.7000000000003,1
14045,110,16,10986.63,1
14046,285,1,154.98999999999998,0
14047,9,14,3968.1100000000006,1
14048,306,3,748.6899999999998,2
14049,17,13,13023.4,1
14050,32,2,746.36,2
14051,1,37,21770.98,1
14052,20,2,466.6599999999999,2
14053,125,4,572.3,2
14054,66,1,92.46,2
14055,107,3,1520.96,2
14056,2,23,8152.710000000001,1
14057,24,22,8346.660000000002,1
14058,463,2,469.18999999999994,0
14059,267,1,183.59999999999997,0
14060,5,30,8898.239999999998,1
14061,508,3,917.43,0
14062,10,24,25585.65,1
14063,439,9,22710.199999999997,1
14064,30,15,3260.2400000000002,1
14065,390,3,891.02,0
14066,267,1,152.55,0
14067,64,2,374.69999999999993,2
14068,321,4,1516.7199999999998,2
14069,515,2,225.81000000000003,0
14070,685,1,321.59999999999997,0
14071,4,8,1437.5699999999997,1
14072,667,1,390.8500000000001,0
14073,33,1,151.04,2
14074,624,1,219.4,0
14075,5,6,1734.87,1
14076,130,1,118.66999999999997,2
14077,41,6,615.08,2
14078,102,9,1553.47,1
14079,125,2,618.73,2
14080,33,5,1115.6799999999998,2
14081,303,10,4867.569999999999,1
14082,365,2,413.36,0
14083,5,11,1082.19,1
14084,513,1,150.5,0
14085,3,33,9720.670000000002,1
14086,463,1,39.95,0
14087,3,3,829.4699999999999,2
14088,11,16,64036.79999999998,1
14089,57,1,158.75,2
14090,325,1,76.32000000000001,0
14091,655,2,9530.080000000002,0
14092,8,24,7229.45,1
14093,13,1,433.85999999999996,2
14094,440,1,311.7699999999999,0
14095,723,1,2.95,0
14096,5,17,65164.789999999906,1
14097,482,2,422.85999999999996,0
14098,37,1,147.34999999999997,2
14099,17,20,5750.910000000001,1
14100,138,1,191.95000000000002,2
14101,74,13,9961.93,1
14102,6,5,1105.88,2
14104,155,5,743.5299999999997,2
14105,240,5,5988.830000000001,1
14106,738,1,214.79999999999998,0
14107,52,11,4877.300000000001,1
14108,31,4,1044.96,2
14109,73,1,144.2,2
14110,4,33,12987.949999999997,1
14111,15,4,692.85,2
14112,23,13,5834.59,1
14113,4,16,7092.61,1
14114,274,7,1364.0900000000001,2
14115,502,2,622.6700000000001,0
14116,20,5,1382.7399999999998,2
14117,144,1,90.0,2
14118,429,1,458.45,0
14119,376,2,183.37,0
14121,4,4,2780.1499999999996,2
14122,407,3,362.41999999999996,0
14123,734,1,436.17999999999995,0
14124,85,1,419.58000000000004,2
14125,11,3,2720.63,2
14126,8,4,1172.46,2
14127,123,6,1900.0800000000004,1
14128,61,3,924.21,2
14129,2,9,2591.34,1
14130,320,4,1858.7700000000004,2
14131,649,1,168.22,0
14132,3,11,3586.0300000000007,1
14133,130,4,911.1400000000001,2
14134,383,15,11123.350000000002,1
14135,2,24,8839.670000000002,1
14136,401,5,1570.81,0
14137,696,1,332.7,0
14138,2,2,965.8800000000002,2
14139,47,4,1086.8,2
14140,4,2,935.0499999999998,2
14141,3,4,915.1300000000001,2
14142,374,2,671.34,0
14143,134,1,115.8,2
14144,487,1,30.599999999999998,0
14145,47,7,7600.049999999999,1
14146,9,12,9450.300000000001,1
14147,79,9,2590.2000000000003,1
14148,234,2,466.29,2
14149,221,1,446.62000000000006,2
14150,36,2,658.6400000000001,2
14151,674,2,679.4500000000002,0
14152,76,7,1997.34,1
14153,484,1,233.39999999999992,0
14154,240,8,6460.699999999999,1
14155,267,1,118.75,0
14156,10,156,313437.61999999994,1
14157,20,5,978.69,2
14158,41,1,507.66000000000014,2
14159,20,20,7860.800000000001,1
14160,611,7,8421.47,1
14161,216,7,2996.9299999999994,1
14162,174,2,289.36,2
14163,88,5,2594.6200000000003,1
14164,71,2,1631.7700000000002,2
14165,276,1,120.44,0
14166,506,2,251.15,0
14167,40,8,1274.29,1
